iter	Passed	Remaining
843	2652	3633
844	2655	3629
845	2657	3625
846	2660	3621
847	2663	3618
848	2666	3614
849	2668	3610
850	2671	3606
851	2673	3602
852	2676	3598
853	2678	3594
854	2681	3591
855	2684	3587
856	2686	3583
857	2689	3580
858	2693	3577
859	2696	3574
860	2700	3571
861	2702	3568
862	2705	3565
863	2708	3561
864	2711	3557
865	2714	3554
866	2717	3551
867	2720	3548
868	2723	3544
869	2726	3541
870	2728	3537
871	2731	3533
872	2734	3530
873	2736	3525
874	2739	3521
875	2742	3518
876	2744	3514
877	2748	3511
878	2750	3508
879	2753	3504
880	2756	3501
881	2759	3497
882	2761	3493
883	2764	3490
884	2767	3486
885	2770	3482
886	2772	3479
887	2775	3475
888	2778	3471
889	2780	3468
890	2783	3464
891	2786	3460
892	2788	3456
893	2790	3452
894	2793	3448
895	2796	3445
896	2799	3442
897	2802	3438
898	2804	3435
899	2807	3431
900	2810	3428
901	2813	3425
902	2817	3422
903	2820	3419
904	2823	3416
905	2826	3412
906	2828	3408
907	2831	3405
908	2834	3401
909	2836	3398
910	2839	3394
911	2841	3390
912	2844	3386
913	2847	3383
914	2851	3381
915	2855	3378
916	2858	3375
917	2860	3372
918	2863	3368
919	2866	3365
920	2870	3362
921	2873	3359
922	2875	3355
923	2878	3351
924	2881	3348
925	2886	3347
926	2889	3344
927	2892	3341
928	2895	3338
929	2898	3334
930	2901	3331
931	2911	3336
932	2915	3333
933	2918	3330
934	2921	3327
935	2923	3323
936	2926	3320
937	2929	3316
938	2932	3313
939	2935	3310
940	2938	3306
941	2941	3303
942	2943	3299
943	2946	3295
944	2948	3291
945	2951	3288
946	2954	3284
947	2956	3281
948	2959	3277
949	2961	3273
950	2963	3269
951	2966	3265
952	2969	3262
953	2972	3259
954	2975	3255
955	2977	3251
956	2980	3248
957	2982	3244
958	2985	3241
959	2988	3237
960	2990	3233
961	2993	3229
962	2996	3226
963	2998	3222
964	3001	3219
965	3004	3216
966	3007	3212
967	3009	3208
968	3012	3205
969	3015	3201
970	3017	3198
971	3020	3194
972	3023	3191
973	3026	3188
974	3029	3184
975	3032	3181
976	3034	3177
977	3037	3174
978	3040	3171
979	3043	3168
980	3046	3164
981	3049	3161
982	3052	3157
983	3055	3154
984	3058	3151
985	3060	3147
986	3063	3143
987	3065	3140
988	3068	3136
989	3070	3132
990	3073	3129
991	3076	3125
992	3078	3122
993	3081	3118
994	3083	3114
995	3087	3112
996	3090	3108
997	3092	3105
998	3095	3101
999	3097	3097
1000	3100	3094
1001	3103	3090
1002	3105	3087
1003	3108	3083
1004	3111	3080
1005	3113	3076
1006	3116	3072
1007	3118	3069
1008	3120	3065
1009	3123	3062
1010	3126	3058
1011	3129	3055
1012	3132	3051
1013	3134	3048
1014	3137	3044
1015	3140	3041
1016	3143	3038
1017	3145	3034
1018	3148	3030
1019	3150	3026
1020	3153	3023
1021	3155	3019
1022	3158	3016
1023	3161	3013
1024	3163	3009
1025	3166	3005
1026	3168	3001
1027	3171	2998
1028	3174	2995
1029	3176	2991
1030	3178	2987
1031	3181	2984
1032	3184	2980
1033	3186	2977
1034	3189	2974
1035	3192	2970
1036	3195	2967
1037	3197	2963
1038	3200	2959
1039	3202	2956
1040	3205	2952
1041	3208	2949
1042	3210	2946
1043	3213	2942
1044	3215	2938
1045	3218	2935
1046	3221	2932
1047	3224	2929
1048	3227	2925
1049	3230	2922
1050	3232	2919
1051	3235	2915
1052	3237	2911
1053	3240	2908
1054	3243	2905
1055	3246	2901
1056	3248	2898
1057	3251	2895
1058	3254	2891
1059	3257	2888
1060	3260	2885
1061	3262	2881
1062	3265	2878
1063	3268	2874
1064	3271	2871
1065	3274	2868
1066	3276	2865
1067	3279	2861
1068	3281	2857
1069	3284	2854
1070	3286	2850
1071	3289	2847
1072	3292	2844
1073	3295	2841
1074	3298	2838
1075	3301	2834
1076	3303	2831
1077	3307	2828
1078	3309	2825
1079	3312	2821
1080	3314	2817
1081	3317	2814
1082	3320	2811
1083	3323	2808
1084	3326	2805
1085	3329	2801
1086	3331	2798
1087	3334	2794
1088	3336	2791
1089	3339	2787
1090	3342	2784
1091	3344	2781
1092	3347	2777
1093	3349	2774
1094	3352	2770
1095	3355	2767
1096	3358	2764
1097	3361	2761
1098	3364	2757
1099	3366	2754
1100	3369	2751
1101	3371	2747
1102	3374	2744
1103	3377	2741
1104	3380	2737
1105	3382	2734
1106	3385	2730
1107	3387	2727
1108	3390	2723
1109	3393	2720
1110	3395	2717
1111	3398	2713
1112	3400	2710
1113	3403	2706
1114	3405	2703
1115	3408	2700
1116	3411	2696
1117	3414	2693
1118	3416	2689
1119	3418	2686
1120	3421	2682
1121	3423	2679
1122	3426	2676
1123	3429	2672
1124	3431	2669
1125	3434	2665
1126	3437	2662
1127	3439	2659
1128	3442	2655
1129	3445	2652
1130	3447	2649
1131	3451	2646
1132	3453	2643
1133	3456	2639
1134	3459	2636
1135	3462	2633
1136	3464	2629
1137	3467	2626
1138	3470	2623
1139	3472	2619
1140	3474	2616
1141	3478	2613
1142	3481	2610
1143	3483	2606
1144	3486	2603
1145	3488	2599
1146	3491	2596
1147	3494	2593
1148	3497	2590
1149	3499	2586
1150	3501	2583
1151	3504	2579
1152	3506	2576
1153	3509	2573
1154	3512	2569
1155	3515	2566
1156	3518	2563
1157	3520	2560
1158	3524	2557
1159	3527	2554
1160	3529	2550
1161	3532	2547
1162	3534	2544
1163	3537	2540
1164	3540	2537
1165	3544	2534
1166	3546	2531
1167	3549	2528
1168	3552	2525
1169	3555	2521
1170	3557	2518
1171	3560	2515
1172	3562	2512
1173	3565	2508
1174	3568	2505
1175	3570	2501
1176	3573	2498
1177	3576	2495
1178	3579	2492
1179	3582	2489
1180	3584	2485
1181	3587	2482
1182	3589	2478
1183	3591	2475
1184	3594	2472
1185	3597	2469
1186	3600	2465
1187	3602	2462
1188	3605	2459
1189	3608	2455
1190	3610	2452
1191	3613	2449
1192	3616	2446
1193	3618	2442
1194	3621	2439
1195	3624	2436
1196	3626	2432
1197	3629	2429
1198	3632	2426
1199	3634	2423
1200	3637	2419
1201	3640	2416
1202	3643	2413
1203	3646	2410
1204	3649	2407
1205	3651	2404
1206	3654	2401
1207	3657	2397
1208	3659	2394
1209	3662	2390
1210	3665	2387
1211	3667	2384
1212	3670	2381
1213	3672	2377
1214	3675	2374
1215	3677	2371
1216	3680	2367
1217	3683	2365
1218	3687	2362
1219	3690	2359
1220	3693	2356
1221	3696	2353
1222	3699	2350
1223	3702	2347
1224	3705	2344
1225	3707	2340
1226	3710	2337
1227	3714	2334
1228	3717	2331
1229	3719	2328
1230	3722	2325
1231	3724	2321
1232	3727	2318
1233	3729	2315
1234	3732	2311
1235	3734	2308
1236	3737	2305
1237	3739	2301
1238	3742	2298
1239	3744	2295
1240	3747	2292
1241	3750	2289
1242	3753	2285
1243	3756	2282
1244	3758	2279
1245	3761	2275
1246	3763	2272
1247	3766	2269
1248	3768	2266
1249	3771	2263
1250	3774	2259
1251	3776	2256
1252	3779	2253
1253	3782	2250
1254	3785	2246
1255	3787	2243
1256	3790	2240
1257	3792	2236
1258	3795	2233
1259	3797	2230
1260	3800	2227
1261	3803	2224
1262	3807	2221
1263	3810	2218
1264	3812	2215
1265	3816	2212
1266	3819	2209
1267	3821	2206
1268	3824	2202
1269	3826	2199
1270	3829	2196
1271	3832	2193
1272	3835	2190
1273	3838	2187
1274	3840	2183
1275	3842	2180
1276	3845	2177
1277	3848	2174
1278	3851	2171
1279	3854	2168
1280	3857	2164
1281	3859	2161
1282	3862	2158
1283	3865	2155
1284	3867	2152
1285	3870	2148
1286	3872	2145
1287	3875	2142
1288	3878	2139
1289	3880	2136
1290	3884	2133
1291	3888	2131
1292	3901	2133
1293	3904	2130
1294	3907	2127
1295	3909	2123
1296	3911	2120
1297	3914	2117
1298	3917	2113
1299	3919	2110
1300	3922	2107
1301	3925	2104
1302	3927	2101
1303	3930	2097
1304	3933	2095
1305	3936	2091
1306	3938	2088
1307	3941	2085
1308	3943	2081
1309	3946	2078
1310	3948	2075
1311	3951	2072
1312	3954	2069
1313	3957	2066
1314	3959	2062
1315	3962	2059
1316	3965	2056
1317	3969	2054
1318	3972	2051
1319	3975	2047
1320	3977	2044
1321	3980	2041
1322	3982	2038
1323	3985	2035
1324	3988	2031
1325	3991	2028
1326	3994	2025
1327	3996	2022
1328	3999	2019
1329	4002	2016
1330	4005	2013
1331	4008	2010
1332	4011	2007
1333	4013	2003
1334	4016	2000
1335	4019	1997
1336	4022	1994
1337	4024	1991
1338	4027	1988
1339	4029	1984
1340	4032	1981
1341	4035	1978
1342	4038	1975
1343	4040	1972
1344	4043	1968
1345	4045	1965
1346	4048	1962
1347	4051	1959
1348	4054	1956
1349	4056	1953
1350	4059	1950
1351	4061	1946
1352	4064	1943
1353	4067	1940
1354	4069	1937
1355	4072	1934
1356	4074	1930
1357	4077	1927
1358	4080	1924
1359	4083	1921
1360	4086	1918
1361	4088	1915
1362	4091	1912
1363	4094	1909
1364	4096	1905
1365	4099	1902
1366	4102	1899
1367	4104	1896
1368	4107	1893
1369	4109	1889
1370	4112	1886
1371	4114	1883
1372	4117	1880
1373	4120	1877
1374	4123	1874
1375	4125	1870
1376	4127	1867
1377	4130	1864
1378	4132	1861
1379	4135	1858
1380	4138	1855
1381	4141	1852
1382	4144	1848
1383	4146	1845
1384	4149	1842
1385	4152	1839
1386	4155	1836
1387	4157	1833
1388	4160	1830
1389	4163	1826
1390	4165	1823
1391	4168	1820
1392	4171	1817
1393	4173	1814
1394	4176	1811
1395	4179	1808
1396	4181	1805
1397	4184	1801
1398	4187	1799
1399	4190	1795
1400	4193	1792
1401	4195	1789
1402	4198	1786
1403	4200	1783
1404	4203	1780
1405	4206	1777
1406	4208	1773
1407	4211	1770
1408	4213	1767
1409	4216	1764
1410	4218	1760
1411	4221	1758
1412	4224	1755
1413	4227	1751
1414	4229	1748
1415	4232	1745
1416	4234	1742
1417	4237	1739
1418	4240	1736
1419	4242	1732
1420	4245	1729
1421	4247	1726
1422	4250	1723
1423	4253	1720
1424	4256	1717
1425	4259	1714
1426	4261	1711
1427	4264	1708
1428	4266	1704
1429	4269	1701
1430	4272	1698
1431	4275	1695
1432	4278	1692
1433	4280	1689
1434	4284	1686
1435	4287	1684
1436	4290	1681
1437	4293	1678
1438	4296	1675
1439	4299	1672
1440	4302	1669
1441	4310	1668
1442	4316	1666
1443	4320	1663
1444	4326	1661
1445	4329	1658
1446	4331	1655
1447	4334	1652
1448	4336	1649
1449	4339	1646
1450	4342	1642
1451	4345	1639
1452	4347	1636
1453	4350	1633
1454	4353	1630
1455	4355	1627
1456	4358	1624
1457	4361	1621
1458	4363	1618
1459	4366	1614
1460	4368	1611
1461	4371	1608
1462	4374	1605
1463	4377	1602
1464	4380	1599
1465	4383	1596
1466	4386	1593
1467	4390	1590
1468	4393	1588
1469	4396	1585
1470	4399	1582
1471	4402	1578
1472	4405	1576
1473	4408	1573
1474	4411	1570
1475	4414	1567
1476	4417	1564
1477	4420	1561
1478	4423	1558
1479	4426	1555
1480	4430	1552
1481	4433	1549
1482	4436	1546
1483	4439	1543
1484	4442	1540
1485	4445	1537
1486	4448	1534
1487	4451	1531
1488	4454	1528
1489	4457	1525
1490	4460	1522
1491	4463	1519
1492	4466	1516
1493	4469	1513
1494	4472	1510
1495	4475	1507
1496	4478	1504
1497	4481	1501
1498	4484	1498
1499	4487	1495
1500	4490	1492
1501	4494	1490
1502	4497	1487
1503	4501	1484
1504	4503	1481
1505	4506	1478
1506	4510	1475
1507	4513	1472
1508	4516	1469
1509	4519	1466
1510	4522	1463
1511	4525	1460
1512	4528	1457
1513	4531	1454
1514	4533	1451
1515	4536	1448
1516	4539	1445
1517	4542	1442
1518	4545	1439
1519	4547	1436
1520	4550	1432
1521	4552	1429
1522	4555	1426
1523	4558	1423
1524	4561	1420
1525	4564	1417
1526	4567	1414
1527	4569	1411
1528	4572	1408
1529	4575	1405
1530	4578	1402
1531	4580	1399
1532	4583	1396
1533	4585	1393
1534	4588	1390
1535	4591	1387
1536	4594	1384
1537	4596	1380
1538	4599	1377
1539	4601	1374
1540	4604	1371
1541	4606	1368
1542	4609	1365
1543	4612	1362
1544	4615	1359
1545	4617	1356
1546	4620	1352
1547	4622	1349
1548	4625	1346
1549	4628	1343
1550	4631	1340
1551	4634	1337
1552	4637	1334
1553	4639	1331
1554	4642	1328
1555	4645	1325
1556	4648	1322
1557	4650	1319
1558	4653	1316
1559	4655	1313
1560	4657	1309
1561	4661	1307
1562	4664	1304
1563	4666	1300
1564	4669	1297
1565	4671	1294
1566	4674	1291
1567	4677	1288
1568	4681	1285
1569	4684	1282
1570	4687	1279
1571	4690	1277
1572	4693	1274
1573	4696	1271
1574	4699	1268
1575	4702	1265
1576	4705	1262
1577	4708	1259
1578	4711	1256
1579	4714	1253
1580	4716	1250
1581	4719	1247
1582	4722	1243
1583	4723	1240
1584	4726	1237
1585	4729	1234
1586	4732	1231
1587	4734	1228
1588	4737	1225
1589	4739	1222
1590	4742	1219
1591	4745	1216
1592	4748	1213
1593	4751	1210
1594	4753	1207
1595	4756	1204
1596	4758	1200
1597	4761	1197
1598	4764	1194
1599	4767	1191
1600	4770	1188
1601	4772	1185
1602	4775	1182
1603	4778	1179
1604	4781	1176
1605	4784	1173
1606	4787	1170
1607	4789	1167
1608	4792	1164
1609	4795	1161
1610	4798	1158
1611	4801	1155
1612	4804	1152
1613	4807	1149
1614	4810	1146
1615	4813	1143
1616	4815	1140
1617	4817	1137
1618	4820	1134
1619	4823	1131
1620	4825	1128
1621	4828	1125
1622	4831	1122
1623	4833	1119
1624	4836	1116
1625	4839	1113
1626	4841	1110
1627	4844	1106
1628	4847	1103
1629	4850	1100
1630	4852	1097
1631	4855	1094
1632	4858	1091
1633	4860	1088
1634	4864	1085
1635	4867	1082
1636	4869	1079
1637	4872	1076
1638	4875	1073
1639	4877	1070
1640	4896	1071
1641	4899	1068
1642	4902	1065
1643	4905	1062
1644	4907	1059
1645	4910	1056
1646	4913	1053
1647	4916	1050
1648	4919	1047
1649	4921	1044
1650	4924	1041
1651	4927	1038
1652	4930	1035
1653	4933	1032
1654	4936	1029
1655	4939	1025
1656	4941	1022
1657	4944	1019
1658	4947	1016
1659	4950	1013
1660	4952	1010
1661	4955	1007
1662	4958	1004
1663	4961	1001
1664	4964	998
1665	4967	995
1666	4970	992
1667	4973	989
1668	4975	986
1669	4978	983
1670	4981	980
1671	4984	977
1672	4986	974
1673	4989	971
1674	4991	968
1675	4994	965
1676	4997	962
1677	5000	959
1678	5003	956
1679	5006	953
1680	5008	950
1681	5011	947
1682	5013	944
1683	5017	941
1684	5020	938
1685	5022	935
1686	5025	932
1687	5026	929
1688	5029	926
1689	5032	923
1690	5035	920
1691	5037	917
1692	5040	913
1693	5042	910
1694	5045	907
1695	5048	904
1696	5051	901
1697	5054	898
