iter	Logloss
295	0.03791075173
296	0.03772098336
297	0.03752614758
298	0.03728741422
299	0.03708907911
300	0.03698292513
301	0.03679836292
302	0.03662060176
303	0.03648616108
304	0.03631538808
305	0.03618536077
306	0.0360315668
307	0.03593743634
308	0.03575170594
309	0.03557134199
310	0.03549516638
311	0.0353460207
312	0.03516548479
313	0.03502989923
314	0.03486051011
315	0.03473470846
316	0.03460647016
317	0.03450501635
318	0.03439372501
319	0.03421615738
320	0.03405937123
321	0.03388456261
322	0.03375306514
323	0.0336119295
324	0.03349821608
325	0.03336592059
326	0.03326099951
327	0.03310709011
328	0.03295634895
329	0.0327877054
330	0.03265820039
331	0.032550107
332	0.03244787848
333	0.03234500232
334	0.03220573498
335	0.03210367317
336	0.03203635869
337	0.03186342477
338	0.03178014557
339	0.03166721852
340	0.03157736503
341	0.0314974132
342	0.03139676208
343	0.03127492145
344	0.03114216427
345	0.03099548554
346	0.03093721523
347	0.03080642486
348	0.03067248433
349	0.03057050996
350	0.03050625645
351	0.03042063678
352	0.03036406163
353	0.0302690766
354	0.03017011074
355	0.03003094016
356	0.0299740234
357	0.02985150598
358	0.02972120586
359	0.02965041011
360	0.02956893217
361	0.02944031438
362	0.02935265154
363	0.02924250041
364	0.02916681679
365	0.02909957168
366	0.02902102412
367	0.02890346744
368	0.02878157375
369	0.02869878247
370	0.02855748302
371	0.0284625458
372	0.02836789304
373	0.02823527984
374	0.02808008042
375	0.02800090564
376	0.02786765355
377	0.02778381066
378	0.02767328586
379	0.02759100173
380	0.02746737441
381	0.027361112
382	0.02724557576
383	0.02715614314
384	0.0270825027
385	0.02698613554
386	0.02690869031
387	0.02680414114
388	0.02671557417
389	0.02659788458
390	0.02648546876
391	0.02640776238
392	0.02628496224
393	0.02622386879
394	0.02610706292
395	0.02601932255
396	0.02593917835
397	0.02584782031
398	0.02574631812
399	0.02566945291
400	0.02559742718
401	0.02552389399
402	0.0254216165
403	0.02532819839
404	0.02528604493
405	0.02520241131
406	0.02513623995
407	0.02507798188
408	0.02501489481
409	0.02490773994
410	0.02482605797
411	0.02471787364
412	0.02464316235
413	0.02454797621
414	0.02443010766
415	0.02435806095
416	0.02430247794
417	0.02422521167
418	0.02410682897
419	0.02401519521
420	0.0239304342
421	0.02384559508
422	0.02375484212
423	0.0236633745
424	0.02356980949
425	0.02347059355
426	0.02337788661
427	0.02333745863
428	0.02327631447
429	0.02317014184
430	0.02314073765
431	0.02310131814
432	0.02301977491
433	0.02291473724
434	0.02283746398
435	0.02280066765
436	0.02272464535
437	0.02266065182
438	0.022602993
439	0.02251418296
440	0.02243092474
441	0.02235698642
442	0.02225534316
443	0.02222458716
444	0.02216983599
445	0.0220871508
446	0.02201246457
447	0.02191931636
448	0.02185385035
449	0.02178627005
450	0.02172692131
451	0.02163213914
452	0.02155779335
453	0.02146883757
454	0.02143373
455	0.02135285422
456	0.02128718418
457	0.02121986095
458	0.02116750796
459	0.02107361651
460	0.02102126003
461	0.02093238061
462	0.02088724605
463	0.02082969624
464	0.02076711456
465	0.02071415649
466	0.0206900459
467	0.02061345292
468	0.0205370144
469	0.02048909693
470	0.02041971071
471	0.02037265132
472	0.02034453192
473	0.02029636029
474	0.02023569179
475	0.02018636538
476	0.02014143776
477	0.02008987289
478	0.02004849998
479	0.01999516417
480	0.01993269034
481	0.01985774355
482	0.01976750999
483	0.01969610275
484	0.01961533948
485	0.01954315228
486	0.01949194999
487	0.01943645675
488	0.01940435827
489	0.01937636012
490	0.01930867722
491	0.01925614877
492	0.01921335293
493	0.01915316943
494	0.0191004218
495	0.01903822836
496	0.01899181019
497	0.01894590791
498	0.01886582375
499	0.01880786646
500	0.01875669391
501	0.01869076272
502	0.0186495198
503	0.01862518129
504	0.01855295736
505	0.01848405731
506	0.01842167092
507	0.01838503082
508	0.01836836775
509	0.0183260161
510	0.01828473471
511	0.01824057365
512	0.01818542842
513	0.01813464118
514	0.01807714441
515	0.01802657752
516	0.0179870082
517	0.01794531701
518	0.01789377604
519	0.01786065218
520	0.0177992492
521	0.01773969177
522	0.01768319822
523	0.0176347806
524	0.01757169586
525	0.01750711765
526	0.01745436244
527	0.01737611335
528	0.01732437302
529	0.01728887779
530	0.01726037657
531	0.01721303271
532	0.01720074337
533	0.01713564985
534	0.01709158438
535	0.0170361028
536	0.01696851726
537	0.0169267363
538	0.01688337035
539	0.01683404451
540	0.01678226163
541	0.01674836889
542	0.0166783362
543	0.01660699541
544	0.01655749004
545	0.01652533676
546	0.01649888687
547	0.01646120449
548	0.01642903256
549	0.01637943508
550	0.01632521904
551	0.01626589187
552	0.01622571689
553	0.01618710124
554	0.01615558568
555	0.01610341573
556	0.01606221712
557	0.0160185154
558	0.01598180011
559	0.01595607014
560	0.01591805899
561	0.01588125684
562	0.01585744179
563	0.01581249027
564	0.01577827167
565	0.01573881135
566	0.01568510771
567	0.01565850685
568	0.0156457191
569	0.01559514929
570	0.01555703671
571	0.01552691786
572	0.01548045189
573	0.0154553952
574	0.01543473032
575	0.01539593746
576	0.01535357298
577	0.01530824314
578	0.0152834989
579	0.0152395098
580	0.01520126956
581	0.01514356935
582	0.0151065451
583	0.01507203853
584	0.01503504226
585	0.0149768588
586	0.01494018956
587	0.01491010276
588	0.01485021015
589	0.01482217061
590	0.01476698983
591	0.01471406382
592	0.01465098666
593	0.01462546071
594	0.01460822171
595	0.01457098177
596	0.01453318456
597	0.01451165577
598	0.0144561229
599	0.01441078373
600	0.01438209946
601	0.01435197012
602	0.0143077834
603	0.01425232981
604	0.01419373655
605	0.01418974755
606	0.01415753423
607	0.01411995503
608	0.01407518888
609	0.01403756421
610	0.01400187196
611	0.01396505232
612	0.01393112518
613	0.01389556584
614	0.01388251286
615	0.01385648385
616	0.01381441375
617	0.01379509485
618	0.01377006615
619	0.01375325327
620	0.01369795298
621	0.01367954578
622	0.01366130239
623	0.01362119444
624	0.01357789319
625	0.0135364311
626	0.01350610006
627	0.01343071198
628	0.01338390033
629	0.01335665766
630	0.01332320677
631	0.01329469389
632	0.01325779556
633	0.01321811898
634	0.01318629272
635	0.01315599782
636	0.01311666283
637	0.01309524014
638	0.01305692995
639	0.01302594486
640	0.01299268051
641	0.0129631679
642	0.01293268938
643	0.01289570419
644	0.01287257759
645	0.01284253976
646	0.01280449655
647	0.012770078
648	0.0127317509
649	0.01271420878
650	0.01268905358
651	0.01264373481
652	0.01261356874
653	0.01258096077
654	0.01253372125
655	0.01249577947
656	0.01247760194
657	0.01245805395
658	0.01243677407
659	0.01240837895
660	0.01236311964
661	0.01232997829
662	0.01227925809
663	0.01223950281
664	0.01219651693
665	0.01217672936
666	0.01213280204
667	0.01210591729
668	0.01207307673
669	0.01205127921
670	0.01202278032
671	0.01199579122
672	0.01197180538
673	0.0119543233
674	0.01192253376
675	0.0119001195
676	0.01187919171
677	0.01185951198
678	0.01185034831
679	0.01183085861
680	0.01178817119
681	0.01175650349
682	0.0117495229
683	0.01173788353
684	0.01170440175
685	0.01167323479
686	0.01164292531
687	0.0116146357
688	0.01159391485
689	0.01156151091
690	0.01153744637
691	0.01151521165
692	0.0114906866
693	0.01146362347
694	0.01142898865
695	0.01142622206
696	0.01141138473
697	0.01138848897
698	0.01138345595
699	0.01136589225
700	0.011330316
701	0.0113222634
702	0.01131060071
703	0.01129404257
704	0.01125841735
705	0.01122216724
706	0.01120608418
707	0.01118132654
708	0.01114984771
709	0.01112822798
710	0.01110692013
711	0.01108527941
712	0.01104536091
713	0.01102986138
714	0.01100904842
715	0.010995198
716	0.01098251401
717	0.01096393252
718	0.01095083174
719	0.0109355234
720	0.01089290302
721	0.01087792054
722	0.01083817109
723	0.01082516358
724	0.01080506238
725	0.01077314344
726	0.01075847516
727	0.01075152197
728	0.01073653949
729	0.01072200003
730	0.01070256455
731	0.0106797638
732	0.01064934357
733	0.0106120197
734	0.01058598194
735	0.01057164477
736	0.0105478204
737	0.01054267895
738	0.01051632932
739	0.01051296407
740	0.01049457552
741	0.01047577601
742	0.01045541309
743	0.01043888642
744	0.01043794266
745	0.0104089477
746	0.01037875889
747	0.01034469185
748	0.01031950051
749	0.01030762913
750	0.01029103659
751	0.0102730083
752	0.01024871933
753	0.01021981181
754	0.01021146599
755	0.0102096659
756	0.01017026039
757	0.01015632601
758	0.01013433671
759	0.01010967525
760	0.010081947
761	0.01006857049
762	0.01003525135
763	0.01000134927
764	0.009976897088
765	0.009939777822
766	0.00992047058
767	0.009919439959
768	0.009918079982
769	0.009905880413
770	0.009888962021
771	0.009879200266
772	0.009839699729
773	0.009831520631
774	0.009820383161
775	0.009797645956
776	0.009790889208
777	0.009772175973
778	0.009740765928
779	0.009719666758
780	0.00971265119
781	0.00967537803
782	0.009640195259
783	0.009609953407
784	0.009586327233
785	0.009581585094
786	0.00957965093
787	0.009555427836
788	0.009550859409
789	0.009516635559
790	0.00951236093
791	0.00948593086
792	0.009474002353
793	0.009452134881
794	0.009445525032
795	0.009431340584
796	0.00939539534
797	0.009385189392
798	0.009354650246
799	0.009353184175
800	0.009340217469
801	0.009314581934
802	0.009288272531
803	0.00927692404
804	0.009255548561
805	0.009226273208
806	0.009207213712
807	0.009203219472
808	0.009167836756
809	0.009144170943
810	0.009144178521
811	0.009119704184
812	0.00910696074
813	0.009105907384
814	0.009090654424
815	0.009065395462
816	0.009053050743
817	0.009038224488
818	0.009018221228
819	0.008998598621
820	0.008974449559
821	0.008971867177
822	0.008958422467
823	0.00893604668
824	0.008921429697
825	0.008909512849
826	0.008898684331
827	0.008881641775
828	0.00886733258
829	0.008848896819
830	0.008834376603
831	0.008822363571
832	0.008820668409
833	0.008816651435
834	0.008811645228
835	0.008810313815
836	0.008810410581
837	0.008798477411
838	0.008796002288
839	0.008795989463
840	0.008788394462
841	0.008776709037
842	0.008765467222
843	0.008744096406
844	0.008732586443
845	0.008710928826
846	0.008699552937
847	0.008690212641
848	0.008666321817
849	0.008653554473
850	0.008633965094
851	0.008615961868
852	0.008605234197
853	0.008593530119
854	0.00858058673
855	0.008568033904
856	0.008559286449
857	0.008547072889
858	0.008535785022
859	0.008532226231
860	0.008506509086
861	0.008494925091
862	0.00848486371
863	0.008467397946
864	0.008449182534
865	0.008429176941
866	0.008420342047
867	0.008407584029
868	0.008396935055
869	0.008374101084
870	0.008356666215
871	0.008342343613
872	0.00831610591
873	0.008292638294
874	0.008290030263
875	0.008276487038
876	0.008268501473
877	0.008240724834
878	0.008223254407
879	0.008221070749
880	0.008204337729
881	0.008187897339
882	0.008187125539
883	0.008171154992
884	0.008160328807
885	0.008158985735
886	0.008143193564
887	0.008133193391
888	0.008105475629
889	0.008097264469
890	0.008090449429
891	0.008089668302
892	0.008065490093
893	0.008055242175
894	0.008045469345
895	0.008029841561
896	0.008019983623
897	0.00801290568
898	0.008004161723
899	0.007992095061
900	0.007971175434
901	0.007967854479
902	0.007958331143
903	0.007957730725
904	0.007944450402
905	0.007938423483
906	0.007914530327
907	0.007890985764
908	0.0078680696
909	0.007858939159
910	0.007835650502
911	0.007832968439
912	0.007828436737
913	0.007807997445
914	0.007791188061
915	0.007776343152
916	0.007755511547
917	0.007746520427
918	0.00773776656
919	0.00771680671
920	0.007697571169
921	0.007690394712
922	0.007690362068
923	0.007670320917
924	0.007650504777
925	0.007643393607
926	0.007636619955
927	0.007636590225
928	0.007627329791
929	0.007608335584
930	0.007591008557
931	0.007581874036
932	0.007568176918
933	0.007551232294
934	0.00755071232
935	0.007539320692
936	0.007522124824
937	0.007519274294
938	0.007518360259
939	0.007501426128
940	0.007482650519
941	0.007482680248
942	0.007469974112
943	0.007463840517
944	0.007445004284
945	0.007432126183
946	0.007431934982
947	0.007424237384
948	0.007415005514
949	0.007396370974
950	0.007390047927
951	0.00737589554
952	0.007373974201
953	0.007365144552
954	0.007357263915
955	0.007357307635
956	0.00734294481
957	0.00733693363
958	0.007323847423
959	0.007310778704
960	0.007292536477
961	0.007271801638
962	0.00727077743
963	0.007258120842
964	0.007237933959
965	0.007223909233
966	0.007219566984
967	0.007204706337
968	0.007196946366
969	0.007189671976
970	0.007173549284
971	0.00715673407
972	0.007151875344
973	0.007131436635
974	0.00712631559
975	0.007115101756
976	0.007115072609
977	0.007107741092
978	0.007095318843
979	0.007092672339
980	0.007076751341
981	0.007076079805
982	0.007056089369
983	0.007050873306
984	0.007038409086
985	0.007022537637
986	0.007022541135
987	0.007007224053
988	0.007006379386
989	0.006993076329
990	0.00697344731
991	0.006958571506
992	0.006950666386
993	0.006943493426
994	0.006924225824
995	0.00691088371
996	0.006902852676
997	0.006895906476
998	0.006879410709
999	0.006868133335
1000	0.006856893852
1001	0.006841046886
1002	0.006824853659
1003	0.006817218435
1004	0.00680584721
1005	0.006794670683
1006	0.006777304017
1007	0.006772781643
1008	0.006761433734
1009	0.006745677705
1010	0.006728929529
1011	0.006723649344
1012	0.006705755127
1013	0.0066883803
1014	0.006681567008
1015	0.006676902981
1016	0.006661704234
1017	0.006646505486
1018	0.006638205722
1019	0.006632537306
1020	0.006615003922
1021	0.00661433122
1022	0.006600558321
1023	0.006589872038
1024	0.0065852733
1025	0.0065779651
1026	0.0065779173
1027	0.006560707442
1028	0.006554281216
1029	0.006539623428
1030	0.006539360527
1031	0.006524755786
1032	0.006518805814
1033	0.006501820968
1034	0.006497467643
1035	0.006482978905
1036	0.006482642554
1037	0.006468898218
1038	0.006457556722
1039	0.006443388013
1040	0.006442893105
1041	0.006429700222
1042	0.006418097573
1043	0.006404017469
1044	0.006398996689
1045	0.006388880513
1046	0.00637721141
1047	0.006363494472
1048	0.006361511342
1049	0.006351406825
1050	0.006345399143
1051	0.006334181228
1052	0.006334203963
1053	0.006329291607
1054	0.006315663858
1055	0.006299922985
1056	0.006287390562
1057	0.006274858139
1058	0.006268885433
1059	0.006257608059
1060	0.006247178267
1061	0.006241195068
1062	0.006234680236
1063	0.006219484987
1064	0.006204494346
1065	0.006189688494
1066	0.006175760535
1067	0.006171719661
1068	0.006158527943
1069	0.00615269106
1070	0.006137602487
1071	0.006125599364
1072	0.006112906636
1073	0.006100921584
1074	0.006089140559
1075	0.006081139837
1076	0.006068250661
1077	0.006064523403
1078	0.006064520488
1079	0.006051768884
1080	0.006039008535
1081	0.006024323932
1082	0.006017916943
1083	0.006009035414
1084	0.006003179294
1085	0.005994152615
1086	0.00598550076
1087	0.005985462287
1088	0.005973058108
1089	0.005962920947
1090	0.00595149376
1091	0.005951144002
1092	0.005942175616
1093	0.005931478841
1094	0.005916002619
1095	0.005902116631
1096	0.005898965309
1097	0.005885035601
1098	0.005885038516
1099	0.00588503735
1100	0.005876546967
1101	0.005866865657
1102	0.005866817857
1103	0.005853526458
1104	0.005841585127
1105	0.005838356857
1106	0.005833009636
1107	0.005827772005
1108	0.005821786475
1109	0.005818042312
1110	0.005813572401
1111	0.005799962722
1112	0.005789887351
1113	0.005778370976
1114	0.00576713091
1115	0.00576332554
1116	0.005752111122
1117	0.005740908364
1118	0.005729749325
1119	0.005718663736
1120	0.005718671897
1121	0.005710737629
1122	0.005696882537
1123	0.005684289489
1124	0.005676025283
1125	0.005673100721
1126	0.005662469234
1127	0.005658112995
1128	0.005648432851
1129	0.005640735253
1130	0.005627043964
1131	0.005616607759
1132	0.00561664973
1133	0.005611477971
1134	0.005599124507
1135	0.005593444432
1136	0.005593464835
1137	0.005588022013
1138	0.005576562765
1139	0.005576036962
1140	0.00556587998
1141	0.005560620198
1142	0.005557594789
1143	0.005547819044
1144	0.005539424262
1145	0.005536638437
1146	0.005526273933
1147	0.0055206778
1148	0.005512974956
1149	0.005498991619
1150	0.005491520781
1151	0.005480375733
1152	0.00547677672
1153	0.005465093044
1154	0.005454470301
1155	0.005443096161
1156	0.005433389202
1157	0.005420082064
1158	0.0054102387
1159	0.005400489187
1160	0.005390746669
1161	0.005378733637
1162	0.005369416076
1163	0.005360689606
1164	0.005349315466
1165	0.005340329009
1166	0.005337487223
1167	0.00533473754
1168	0.005333418951
1169	0.005326895376
1170	0.005322381745
1171	0.005313751459
1172	0.005310702732
1173	0.005299256891
1174	0.005296397034
1175	0.005292370733
1176	0.005289427517
1177	0.005279250716
1178	0.005279214575
1179	0.005274130838
1180	0.005261920192
1181	0.005254531548
1182	0.00525177487
1183	0.005248831653
1184	0.005236244435
1185	0.005233233016
1186	0.00523089663
1187	0.005218797325
1188	0.005215530582
1189	0.00521131716
1190	0.00520045017
1191	0.005195611846
1192	0.005187718967
1193	0.005178150746
1194	0.005175280396
1195	0.005174078976
1196	0.005165871315
1197	0.005158080448
1198	0.005149108565
1199	0.005144019582
1200	0.005143951379
1201	0.005139806743
1202	0.005135332168
1203	0.00513215578
1204	0.00512371378
1205	0.005120028493
1206	0.005116008605
1207	0.005107468673
1208	0.005098571404
1209	0.005090563105
1210	0.005086644646
1211	0.00508267314
1212	0.005074190336
1213	0.005064703142
1214	0.005054524009
1215	0.005045089862
1216	0.005036662435
1217	0.005031829941
1218	0.005027806555
1219	0.00501902937
1220	0.005018579348
1221	0.005007679713
1222	0.005007707694
1223	0.005000150583
1224	0.004989997099
1225	0.004980304713
1226	0.004977840666
1227	0.004969343871
1228	0.004968566825
1229	0.004965175918
1230	0.004958328233
1231	0.004950193438
1232	0.004950131647
1233	0.004941963625
1234	0.004932145909
1235	0.004924101468
1236	0.004912920278
1237	0.004910807155
1238	0.004904061774
1239	0.004903989491
1240	0.004896733464
1241	0.004888811438
1242	0.004885668568
1243	0.004875647701
1244	0.004867359012
1245	0.004858591154
1246	0.004856105247
1247	0.004846296567
1248	0.004846223992
1249	0.004840912621
1250	0.00483175828
1251	0.004823655837
1252	0.004819716101
1253	0.004816580518
1254	0.004806951381
1255	0.00479658367
1256	0.004795732591
1257	0.004785191168
1258	0.004776215204
1259	0.004776217244
1260	0.00476753566
1261	0.004765045963
1262	0.004757873004
1263	0.004752138716
1264	0.004742822321
1265	0.00473397227
1266	0.004730688914
1267	0.004723876205
1268	0.004712461842
1269	0.004708170016
1270	0.004704354736
1271	0.004695978608
1272	0.00468973892
1273	0.004686239005
1274	0.004686194119
1275	0.004677010632
1276	0.004676038887
1277	0.004667794792
1278	0.004665599184
1279	0.004663368309
1280	0.00465733935
1281	0.004653839144
1282	0.004647347338
1283	0.004647276512
1284	0.004643868118
1285	0.004636392617
1286	0.004628147648
1287	0.004628138321
1288	0.004620813799
1289	0.004616883681
1290	0.004614573528
1291	0.004608635797
1292	0.004607604302
1293	0.004602245713
1294	0.004592729081
1295	0.004586081342
1296	0.004586041119
1297	0.004579444095
1298	0.00457936948
1299	0.004571175225
1300	0.004568793663
1301	0.004561363048
1302	0.004558168006
1303	0.004553327059
1304	0.004550948994
1305	0.004550941416
1306	0.004543156962
1307	0.004543151133
1308	0.004540857593
1309	0.004534178666
1310	0.004530429257
1311	0.004522557364
1312	0.004516437759
1313	0.004511730595
1314	0.004504803632
1315	0.004500777039
1316	0.004492973057
1317	0.00449190746
1318	0.004485227659
1319	0.004485254766
1320	0.00447742018
1321	0.004474618907
1322	0.004473859349
1323	0.004467240464
1324	0.004459519258
1325	0.004452738902
1326	0.00444422491
1327	0.004437589121
1328	0.004428678153
1329	0.004421749733
1330	0.004416862152
1331	0.004414852208
1332	0.004407278774
1333	0.004398173983
1334	0.004390656802
1335	0.004382186531
1336	0.004382219175
1337	0.004379865301
1338	0.004372648039
1339	0.004365472747
1340	0.004362890365
1341	0.004360834952
1342	0.004353717662
1343	0.004346606784
1344	0.004339449855
1345	0.004331434851
1346	0.004324303571
1347	0.004318961013
1348	0.00431350012
1349	0.004306378166
1350	0.004298615864
1351	0.004292465947
1352	0.004289379621
1353	0.004283782031
1354	0.004276742562
1355	0.004276749557
1356	0.004274949468
1357	0.004270264747
1358	0.004262763597
1359	0.004255952345
1360	0.004250351549
1361	0.004245091184
1362	0.004240314943
1363	0.004233605121
1364	0.00422816638
1365	0.004220850019
1366	0.004214828638
1367	0.004208235985
1368	0.004205860835
1369	0.004200232933
1370	0.004193517573
1371	0.004190228096
1372	0.004184667231
1373	0.004176282067
1374	0.004174591568
1375	0.00416888701
1376	0.00416866812
1377	0.004160656614
1378	0.004152487426
1379	0.004147097942
1380	0.004144815478
1381	0.004138433846
1382	0.004132977325
1383	0.004130074914
1384	0.004124252604
1385	0.004118022243
1386	0.004113220935
1387	0.004106342064
1388	0.004100174076
1389	0.004098364077
1390	0.004092646111
1391	0.004087388078
1392	0.004081054538
1393	0.004076030843
1394	0.004068121059
1395	0.004062499569
1396	0.004056980674
1397	0.004051072673
1398	0.004048675663
1399	0.004043038725
1400	0.004037652447
1401	0.00403346584
1402	0.004028081311
1403	0.004023072189
1404	0.004017761692
1405	0.004012660467
1406	0.004010483222
1407	0.00401017252
1408	0.00400256003
1409	0.003997306369
1410	0.003996895694
1411	0.003991856552
1412	0.003989551353
1413	0.003984634917
1414	0.003978678533
1415	0.00397338669
1416	0.003971207113
1417	0.003971180881
1418	0.003971214108
1419	0.003966250455
1420	0.003961134073
1421	0.003959346517
1422	0.003954528888
1423	0.003949260362
1424	0.003944224425
1425	0.003939492778
1426	0.003935832266
1427	0.003931028044
1428	0.003923733835
1429	0.003923524563
1430	0.003918547502
1431	0.003913770387
1432	0.003908756893
1433	0.003906969336
1434	0.003904853298
1435	0.003900156627
1436	0.003893752553
1437	0.003891495446
1438	0.00389003229
1439	0.003885221656
1440	0.003880637782
1441	0.003878725187
1442	0.003874042506
1443	0.003874013943
1444	0.003869554524
1445	0.003864982017
1446	0.003860136699
1447	0.003858591933
1448	0.003858579109
1449	0.003853783922
1450	0.003848992816
1451	0.00384440457
1452	0.003844351815
1453	0.003840626015
1454	0.003840632427
1455	0.003840635633
1456	0.003835783028
1457	0.0038313137
1458	0.003826476834
1459	0.003821720704
1460	0.003814762845
1461	0.003810408354
1462	0.003805503869
1463	0.003805447907
1464	0.003803540559
1465	0.00379766287
1466	0.003793002924
1467	0.003789140426
1468	0.003787125235
1469	0.00378304035
1470	0.00377843141
1471	0.003772048321
1472	0.003770528621
1473	0.003767079421
1474	0.003767109733
1475	0.003765395918
1476	0.003762139085
1477	0.00375734419
1478	0.003752738456
1479	0.003749314031
1480	0.003747016993
1481	0.003741106661
1482	0.003736726229
1483	0.003733801667
1484	0.003732381065
1485	0.003730160391
1486	0.003726798923
1487	0.00372040709
1488	0.003715630557
1489	0.003711255663
1490	0.003706994733
1491	0.003703989435
1492	0.003699778928
1493	0.00369574738
1494	0.003695766325
1495	0.0036916179
1496	0.003690532484
1497	0.003686435065
1498	0.003686444975
1499	0.003682351637
